Model,Year,Brand,Kms_driven,Fuel_type,Price
Hyundai i10 Asta,2010,Hyundai,34500, Petrol,275000
Volkswagen Vento Trendline,2011,Volkswagen,97000, Petrol,285000
Honda Amaze,2020,Honda,55000, Diesel ,710000
Toyota Innova 2.5,2010,Toyota,77500, Diesel,475000
Hyundai Eon Magna,2012,Hyundai,67000, Petrol,195000
Tata Indica,2000,Tata,200000, Diesel ,75000
Ford Figo Trend,2017,Ford,76000, Diesel ,290000
Datsun Redi GO,2020,Datsun,24000, Petrol ,285000
Toyota Corolla,2008,Toyota,118000, Petrol ,305000
Maruti Suzuki Swift,2008,Maruti,110000, Diesel,385000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,442000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,416000
Mahindra Jeep Classic,2022,Mahindra,41, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,447000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,449000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Maruti Suzuki Wagon,2020,Maruti,25000, Petrol,520000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,442000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,438000
Mahindra Jeep Classic,2022,Mahindra,18, Diesel,436000
Mahindra Jeep Classic,2022,Mahindra,15, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,18, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,550000
Honda Brio VX,2019,Honda,45000, Petrol,525000
Toyota Etios J,2011,Toyota,118900, Petrol ,225000
Ford Figo,2016,Ford,49000, Diesel,395000
Maruti Suzuki Estilo,2007,Maruti,70000, Petrol ,120000
Hyundai i20 Asta,2011,Hyundai,40260, Petrol ,325000
Ford Fiesta,2010,Ford,120000, Diesel,260000
Ford Fiesta 1.4,2010,Ford,120000, Diesel ,260000
Maruti Suzuki Alto,2008,Maruti,110000, Hybrid,60000
Mahindra Maxx,2017,Mahindra,70000, Diesel,310000
Ford Figo Diesel,2014,Ford,75000, Diesel,425000
Honda City VX,2017,Honda,53617, Petrol,999999
Maruti Suzuki Ertiga,2016,Maruti,55000, Diesel,600000
Hyundai Santro Xing,2014,Hyundai,65000, CNG,255000
Hyundai Verna 1.6,2018,Hyundai,23000, Petrol,850000
Hyundai i20 Magna,2012,Hyundai,38000, Petrol,335000
Maruti Suzuki Alto,2012,Maruti,30000, Petrol,185000
Hyundai i20 1.4,2013,Hyundai,63000, CNG,365000
Honda Amaze 1.2,2015,Honda,27000, Petrol,495000
Hyundai i20 Magna,2013,Hyundai,31000, Diesel,299999
Honda Accord 2.4,2011,Honda,49000, Petrol ,475000
Honda City 1.5,2014,Honda,55000, Diesel ,445000
Hyundai Verna Fluidic,2018,Hyundai,28000, Petrol ,845000
Renault Duster RxL,2013,Renault,62000, Petrol,365000
Nissan Micra XL,2017,Nissan,35400, Petrol ,535000
Ford EcoSport Titanium,2020,Ford,26700, Petrol ,975000
Tata Safari Storme,2013,Tata,100000, Diesel,610000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,15, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,438000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,437000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,438000
Ford EcoSport Titanium,2017,Ford,53500, Petrol ,735000
Hyundai Verna Fluidic,2018,Hyundai,72000, CNG,899999
Maruti Suzuki Vitara,2016,Maruti,91094, Diesel,622222
Honda Civic 1.8,2011,Honda,34000, Petrol,233333
Honda City 1.5,2015,Honda,42000, Petrol ,525000
Maruti Suzuki Baleno,2017,Maruti,37000, Petrol ,545000
Toyota Corolla Altis,2015,Toyota,57000, Petrol ,595000
Volkswagen Polo Comfortline,2019,Volkswagen,14000, Petrol ,545000
Land Rover Discovery,2016,Land Rover,56000, Diesel ,2995000
Hyundai Verna Fluidic,2018,Hyundai,45000, Diesel ,685000
Honda City 1.5,2014,Honda,49000, Petrol ,545000
Mahindra XUV 500,2015,Mahindra,68000, Diesel ,1500000
Honda CRV 2.4,2017,Honda,19000, Petrol,1425000
Honda City 1.5,2016,Honda,53000, Petrol,549000
Maruti Suzuki Swift,2008,Maruti,77000, Petrol,195000
Maruti Suzuki Swift,2010,Maruti,71000, Petrol,245000
Mahindra Jeep Classic,2022,Mahindra,18, Diesel,437000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Maruti Suzuki Ertiga,2014,Maruti,35000, Petrol,750000
Toyota Camry V4,2011,Toyota,78000, Petrol,360000
Maruti Suzuki Baleno,2017,Maruti,84109, Petrol + CNG ,588999
Honda City V,2018,Honda,90113, Petrol + CNG ,893699
Toyota Corolla Altis,2014,Toyota,94666, Petrol ,682449
Maruti Suzuki Ciaz,2017,Maruti,62847, Petrol ,756099
Maruti Suzuki Swift,2006,Maruti,114000, CNG,145000
Hyundai Fluidic Verna,2021,Hyundai,27611, Diesel,1199999
Mahindra Bolero SLE,2015,Mahindra,85000, Diesel,611000
Mahindra Bolero SLE,2015,Mahindra,85000, Diesel,611000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,525000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,550000
Mahindra TUV300 T6,2016,Mahindra,850000, Diesel,625000
Chevrolet Tavera Neo,2013,Chevrolet,62000, Diesel,675000
Mahindra Quanto C8,2013,Mahindra,85000, Diesel,350000
Chevrolet Beat LT,2014,Chevrolet,55000, Petrol,250000
Mahindra Quanto C8,2015,Mahindra,85000, Diesel,411000
Mahindra Bolero SLE,2015,Mahindra,72000, Diesel,625000
Tata Sumo SE,2014,Tata,85000, Diesel,411000
Toyota Innova 2.5,2011,Toyota,112000, Diesel,675000
Chevrolet Sail UVA,2017,Chevrolet,75000, Diesel,375000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,625000
Maruti Suzuki Ciaz,2017,Maruti,62847, Petrol ,756099
Maruti Suzuki Ciaz,2017,Maruti,23647, Petrol ,742999
Jeep Compass,2018,Jeep,88971, Diesel ,1129299
Mahindra TUV300 T8,2017,Mahindra,83316, Diesel ,583099
Toyota Innova Crysta,2016,Toyota,83982, Diesel ,1388199
Hyundai Grand i10,2018,Hyundai,23602, Petrol ,581799
Maruti Suzuki Baleno,2017,Maruti,20632, Petrol ,605299
Hyundai Creta 1.6,2016,Hyundai,75215, Petrol ,877699
Maruti Suzuki Baleno,2016,Maruti,38000, Diesel,555555
Honda Accord 3.5,2010,Honda,56115, Petrol,499999
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,432000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,395000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,438000
Maruti Suzuki Gypsy,2022,Maruti,12, Petrol,593000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,463000
Audi A4 2.0,2014,Audi,27000, Diesel ,1150000
Mahindra Marazzo M2,2020,Mahindra,19990, Diesel ,1150000
Skoda Kodiaq,2019,Skoda,60400, Diesel ,3260000
Mahindra XUV 500,2017,Mahindra,46000, Diesel,649999
Mahindra TUV300 T6,2015,Mahindra,80000, Diesel,444444
BMW 3 Series,2013,BMW,33000, Diesel,844444
Hyundai Grand i10,2019,Hyundai,42000, Diesel,415000
Maruti Suzuki Baleno,2017,Maruti,20632, Petrol ,605299
Hyundai Grand i10,2017,Hyundai,79116, Petrol ,544499
Maruti Suzuki Eeco,2017,Maruti,39482, Petrol ,419799
Hyundai Grand i10,2017,Hyundai,63788, Petrol ,430549
MG Motors Hector,2019,MG,56543, Petrol + CNG ,1279699
Maruti Suzuki Alto,2017,Maruti,71089, Petrol ,309099
Maruti Suzuki Baleno,2021,Maruti,42899, Petrol ,720899
Maruti Suzuki Ertiga,2018,Maruti,80236, Diesel ,813599
Toyota Innova 2.5,2006,Toyota,300000, Diesel ,360000
Maruti Suzuki Swift,2008,Maruti,150000, Diesel,255000
Nissan Terrano XV,2015,Nissan,98000, Diesel,550000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,432000
Honda City VX,2015,Honda,66000, Petrol,575000
Honda Jazz 1.2,2017,Honda,27000, Petrol,600000
Maruti Suzuki Baleno,2021,Maruti,9380, Petrol ,772000
Maruti Suzuki Swift,2018,Maruti,96000, Diesel,825000
Maruti Suzuki Swift,2016,Maruti,185000, Diesel ,500000
Land Rover Range,2021,Land Rover,35000, Diesel,6666666
Kia Sonet,2020,Kia,30000, Petrol,999000
Ford EcoSport Titanium,2014,Ford,42000, Petrol,425000
Honda City,2017,Honda,113000, Diesel,750000
Mitsubishi Lancer 1.8,2005,Mitsubishi,80000, Petrol,190000
Ford Figo 1.5,2019,Ford,39900, Diesel ,689000
Maruti Suzuki S,2021,Maruti,12700, Petrol ,1099000
Renault Kwid,2018,Renault,23301, Petrol ,354899
Hyundai i10 Magna,2015,Hyundai,64604, Petrol ,345099
Mahindra XUV 500,2017,Mahindra,63895, Diesel ,989749
Maruti Suzuki Eeco,2021,Maruti,11574, Petrol ,531399
MG Motors Hector,2021,MG,16088, Petrol ,1742599
Maruti Suzuki Wagon,2018,Maruti,44441, Petrol + CNG ,433899
Maruti Suzuki Swift,2018,Maruti,16022, Petrol ,562199
Maruti Suzuki Celerio,2021,Maruti,44370, Petrol + CNG ,602199
Skoda Octavia L,2018,Skoda,35700, Diesel ,2095000
Maruti Suzuki Wagon,2010,Maruti,88000, CNG,189999
Honda City SV,2015,Honda,79000, Petrol,566666
Chevrolet Captiva LT,2008,Chevrolet,141000, Diesel,351000
Honda City 1.5,2011,Honda,77000, Petrol,290000
Maruti Suzuki Swift,2019,Maruti,75000, Petrol,645000
Maruti Suzuki Swift,2017,Maruti,38000, Petrol,555000
Toyota Innova Crysta,2020,Toyota,70000, Diesel,2366666
Hyundai Xcent S,2015,Hyundai,65000, Petrol,375000
Maruti Suzuki Wagon,2022,Maruti,1000, CNG ,690000
MG Motors Hector,2021,MG,18000, Petrol,1899999
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,437000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,437000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,438000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Hyundai Grand i10,2015,Hyundai,32783, Petrol ,411499
Renault Duster,2018,Renault,62910, Diesel ,774399
Maruti Suzuki Ignis,2019,Maruti,32983, Petrol ,475699
Maruti Suzuki Alto,2021,Maruti,16379, Petrol ,407699
Maruti Suzuki S,2020,Maruti,1646, Petrol ,476499
Maruti Suzuki Wagon,2011,Maruti,57780, Petrol ,291699
Renault Kwid RXT,2018,Renault,43063, Petrol ,355299
Tata Tiago,2022,Tata,18290, Petrol ,652649
Mahindra Jeep Classic,2022,Mahindra,13, Electric,438000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Maruti Suzuki Wagon,2020,Maruti,25000, Petrol,525000
Tata Safari,2021,Tata,34540, Diesel ,2250000
Maruti Suzuki Baleno,2016,Maruti,73000, CNG,555555
Toyota Fortuner 3.0,2015,Toyota,40000, Diesel,1499999
Mahindra Xylo H4,2017,Mahindra,140000, Diesel,600000
Maruti Suzuki Swift,2014,Maruti,86000, Diesel ,575000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,432000
Maruti Suzuki Wagon,2019,Maruti,55000, CNG,525000
Maruti Suzuki Baleno,2019,Maruti,45000, Petrol,500000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,395000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,429000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,438000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Maruti Suzuki Ignis,2019,Maruti,34454, Petrol ,594499
Maruti Suzuki Swift,2013,Maruti,73762, Diesel ,438199
Honda Jazz,2021,Honda,8476, Petrol ,957849
Hyundai Elite i20,2018,Hyundai,45456, Petrol ,571699
Maruti Suzuki Eeco,2021,Maruti,11488, Petrol ,531399
Maruti Suzuki Alto,2013,Maruti,67605, Petrol ,226999
Maruti Suzuki Wagon,2019,Maruti,55379, Petrol ,568299
Hyundai EON Era,2017,Hyundai,27741, Petrol ,337099
Mahindra Jeep Classic,2022,Mahindra,19, Diesel,429000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431900
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,397000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,398700
Mahindra Jeep Classic,2022,Mahindra,23, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,23, Diesel,398000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,398000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,399000
Maruti Suzuki Ertiga,2016,Maruti,55000, Diesel,625000
Honda Jazz,2021,Honda,3050, Petrol,1020000
Maruti Suzuki Swift,2014,Maruti,61000, CNG,449999
Honda Amaze 1.5,2015,Honda,82000, Diesel,299999
Maruti Suzuki Baleno,2016,Maruti,36000, Diesel,499999
Honda Amaze 1.5,2015,Honda,82000, Diesel,299999
Tata Harrier XZ,2020,Tata,11500, Diesel,1799999
Audi A4 35,2015,Audi,100000, Diesel,1399999
Hyundai Santro Sportz,2021,Hyundai,8413, Petrol ,555999
Tata Harrier,2019,Tata,71915, Diesel ,1372499
Maruti Suzuki Ignis,2018,Maruti,56217, Petrol ,479099
Maruti Suzuki Alto,2019,Maruti,41057, Petrol ,424899
Maruti Suzuki Baleno,2019,Maruti,42941, Petrol ,691899
Maruti Suzuki Celerio,2021,Maruti,4501, Petrol ,733999
Hyundai EON Era,2017,Hyundai,42887, Petrol ,337099
Maruti Suzuki Wagon,2015,Maruti,57803, Petrol ,329099
Maruti Suzuki Wagon,2010,Maruti,50000, CNG,222222
Maruti Suzuki Wagon,2013,Maruti,39000, Petrol,277777
Maruti Suzuki Wagon,2021,Maruti,12000, CNG,644444
Volkswagen Polo Highline1.2L,2015,Volkswagen,78000, Diesel,349999
Mahindra XUV 300,2019,Mahindra,59000, Diesel,850000
Maruti Suzuki Ciaz,2016,Maruti,65000, Diesel,470000
Mercedes Benz CLS,2018,Mercedes,2000, Diesel,5500000
Renault Kwid 1.0,2021,Renault,11700, Petrol,469000
Honda City SV,2017,Honda,39000, Petrol,573000
Renault Lodgy 110,2017,Renault,45000, Diesel,549000
Hyundai Grand i10,2019,Hyundai,26000, Petrol,505000
Maruti Suzuki Zen,2009,Maruti,51000, Petrol,125000
Honda City VX,2017,Honda,37000, Petrol,774000
Hyundai Grand i10,2019,Hyundai,35000, Petrol,425000
Hyundai i20 Active,2015,Hyundai,47000, Petrol,465000
Hyundai i20 Active,2017,Hyundai,37000, Petrol,565000
Maruti Suzuki Wagon,2015,Maruti,57803, Petrol ,329099
Hyundai Elite i20,2020,Hyundai,7521, Petrol ,657199
Hyundai Grand i10,2017,Hyundai,54096, Petrol ,453399
Maruti Suzuki Wagon,2018,Maruti,48415, Petrol ,418999
Hyundai Elite i20,2018,Hyundai,94618, Petrol ,645649
Hyundai Grand i10,2018,Hyundai,46674, Petrol ,538099
Renault Kwid RxL,2020,Renault,11078, Petrol ,408099
Hyundai Santro,2019,Hyundai,18715, Petrol ,477199
Maruti Suzuki Baleno,2017,Maruti,48000, Petrol,585000
Honda City V,2013,Honda,47000, Petrol,330000
Hyundai Verna 1.6,2016,Hyundai,42000, Diesel,525000
Hyundai Grand i10,2017,Hyundai,43000, Diesel,349000
Renault Duster 110,2013,Renault,40000, Diesel,349000
Maruti Suzuki Ertiga,2014,Maruti,53000, Diesel,549000
Maruti Suzuki Wagon,2017,Maruti,38800, Petrol,465000
Renault Duster,2018,Renault,54100, Petrol ,845000
Hyundai Elite i20,2020,Hyundai,35800, Petrol ,835000
Tata Zest XMS,2014,Tata,29000, Petrol,250000
Tata ALTROZ XE,2020,Tata,34000, Diesel,725000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,405000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,431000
Renault Triber,2020,Renault,25269, Petrol ,710199
Hyundai Elite i20,2018,Hyundai,31122, Petrol ,613499
Maruti Suzuki Swift,2018,Maruti,35220, Petrol ,579099
Renault Kwid RxL,2020,Renault,11078, Petrol ,408099
Hyundai Santro,2019,Hyundai,18715, Petrol ,477199
Hyundai Xcent S,2014,Hyundai,69191, Petrol ,428099
Maruti Suzuki Swift,2013,Maruti,72886, Diesel ,403099
Hyundai Grand i10,2018,Hyundai,47353, Petrol ,502999
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Maruti Suzuki Gypsy,2022,Maruti,13, Petrol,599900
Maruti Suzuki Gypsy,2022,Maruti,13, Petrol,583000
Maruti Suzuki Gypsy,2022,Maruti,13, Petrol,599830
Maruti Suzuki Gypsy,2022,Maruti,16, Petrol,593000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,398000
BMW X5 xDrive30d,2019,BMW,56000, Diesel,7690000
Tata Nexon XZ,2020,Tata,7600, Diesel,1100000
Hyundai Santro Xing,2014,Hyundai,64000, CNG,265000
Mahindra Marazzo M2,2019,Mahindra,63000, Diesel,800000
Audi A3 35,2018,Audi,26950, Diesel,3075000
Maruti Suzuki Alto,2019,Maruti,42000, CNG,350000
Maruti Suzuki Wagon,2017,Maruti,52000, CNG,325000
Mitsubishi Pajero Sport,2014,Mitsubishi,96000, Diesel ,1100000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,530000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,562000
Hyundai Grand i10,2018,Hyundai,47353, Petrol ,502999
Maruti Suzuki Alto,2017,Maruti,50768, Petrol ,400899
Hyundai Xcent S,2014,Hyundai,69191, Petrol ,428099
Hyundai Elite i20,2017,Hyundai,16146, Petrol ,605999
Maruti Suzuki Celerio,2018,Maruti,17698, Petrol ,521199
Maruti Suzuki Swift,2014,Maruti,33484, Petrol ,415099
Kia Seltos,2020,Kia,74052, Diesel ,1841899
Maruti Suzuki Baleno,2018,Maruti,39709, Petrol ,754099
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,563000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,438000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,432100
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,19, Diesel,399000
Mahindra Jeep Classic,2022,Mahindra,15, Diesel,399000
Maruti Suzuki Ertiga,2013,Maruti,48180, CNG,635000
Honda Brio VX,2012,Honda,55000, Petrol,325000
Ford Escort,2019,Ford,50000, Diesel,825000
Mitsubishi Pajero Sport,2014,Mitsubishi,96000, Diesel ,1100000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,391000
Maruti Suzuki Gypsy,2022,Maruti,13, Petrol,597000
Hyundai Elantra CRDi,2006,Hyundai,110000, Diesel,125000
Hyundai Verna FLUIDIC,2012,Hyundai,60050, Diesel,400000
Maruti Suzuki Ciaz,2021,Maruti,4536, Petrol ,1113599
Honda Amaze,2018,Honda,37535, Petrol ,769699
Maruti Suzuki Ignis,2018,Maruti,49409, Petrol ,493999
Tata Tiago,2020,Tata,33897, Petrol ,599799
Hyundai Elite i20,2016,Hyundai,45866, Petrol ,658999
Maruti Suzuki Swift,2019,Maruti,18303, Petrol ,678799
Renault Kwid,2018,Renault,31718, Petrol ,469099
Hyundai Elite i20,2020,Hyundai,43637, Petrol ,755499
Maruti Suzuki Ciaz,2015,Maruti,43000, Petrol,675000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,625000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,525000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,611000
Chevrolet Beat LS,2010,Chevrolet,55000, Petrol,195000
Mahindra Quanto C8,2013,Mahindra,850003, Diesel,311000
Hyundai Verna Fluidic,2017,Hyundai,45000, Petrol,815000
Hyundai Verna Fluidic,2018,Hyundai,31700, Petrol,895000
Maruti Suzuki Wagon,2012,Maruti,62412, Petrol,270000
Hyundai Elite i20,2016,Hyundai,28654, Petrol ,673599
Hyundai Santro Sportz,2019,Hyundai,33492, Petrol ,476599
Maruti Suzuki Baleno,2017,Maruti,16398, Petrol ,631699
Maruti Suzuki Ciaz,2021,Maruti,9370, Petrol ,1068299
Tata Tiago,2018,Tata,68149, Petrol ,496599
Maruti Suzuki Celerio,2019,Maruti,16139, Petrol ,537999
Maruti Suzuki Baleno,2017,Maruti,55515, Petrol ,598099
Maruti Suzuki Wagon,2017,Maruti,15196, Petrol ,437499
Toyota Etios Liva,2013,Toyota,35860, Petrol ,362299
Maruti Suzuki Wagon,2016,Maruti,48301, Petrol ,460099
Maruti Suzuki Celerio,2019,Maruti,2989, Petrol ,525899
Maruti Suzuki Celerio,2019,Maruti,33636, Petrol + CNG ,491899
Maruti Suzuki Swift,2018,Maruti,58437, Diesel ,675699
Audi A3,2014,Audi,91557, Diesel ,1087799
Datsun Redi GO,2018,Datsun,71185, Petrol ,370999
Hyundai Santro,2019,Hyundai,12664, Petrol ,548999
Maruti Suzuki Dzire,2017,Maruti,41445, Petrol ,629399
Hyundai Santro Sportz,2020,Hyundai,20050, Petrol ,530599
Honda Brio,2017,Honda,41703, Petrol ,389399
Maruti Suzuki Baleno,2020,Maruti,29252, Petrol ,590899
Renault Kwid RxL,2019,Renault,20271, Petrol ,410299
Maruti Suzuki Wagon,2017,Maruti,40864, Petrol ,420399
Maruti Suzuki Celerio,2018,Maruti,46105, Petrol ,471399
Maruti Suzuki Ertiga,2015,Maruti,65180, Petrol ,558399
Hyundai Verna,2018,Hyundai,73815, Diesel ,967399
Ford Ecosport,2017,Ford,71257, Diesel ,645199
Honda WR V,2017,Honda,61085, Petrol ,633699
Hyundai Grand i10,2019,Hyundai,28506, Petrol ,583999
Maruti Suzuki Ciaz,2017,Maruti,83108, Diesel ,608199
Hyundai i10 Magna,2015,Hyundai,15181, Petrol ,376699
Maruti Suzuki Baleno,2019,Maruti,24589, Petrol ,628799
Hyundai Venue,2019,Hyundai,43170, Petrol ,1060299
Hyundai Grand i10,2017,Hyundai,79292, Petrol ,458949
Hyundai Venue,2021,Hyundai,15039, Petrol ,853899
Maruti Suzuki Baleno,2017,Maruti,57436, Petrol ,549799
Maruti Suzuki Alto,2021,Maruti,21587, Petrol + CNG ,499699
Volkswagen Polo,2015,Volkswagen,36351, Petrol ,608199
Maruti Suzuki Alto,2021,Maruti,15237, Petrol ,402399
Maruti Suzuki Celerio,2019,Maruti,78628, Petrol ,450699
Hyundai Elite i20,2014,Hyundai,73768, Petrol ,448499
Maruti Suzuki Baleno,2019,Maruti,31598, Petrol ,580199
Hyundai Grand i10,2017,Hyundai,9446, Petrol ,576699
Nissan Micra,2014,Nissan,63433, Diesel ,239299
Mahindra Scorpio,2018,Mahindra,56538, Diesel ,1004099
Hyundai Venue,2020,Hyundai,29939, Petrol ,897599
Ford Ecosport,2018,Ford,40364, Diesel ,789899
Renault Duster,2017,Renault,96138, Diesel ,624499
Maruti Suzuki Baleno,2016,Maruti,40215, Petrol ,509999
Hyundai Creta,2017,Hyundai,62084, Diesel ,1063499
Ford Figo Aspire,2019,Ford,11183, Petrol ,656499
Maruti Suzuki Ignis,2017,Maruti,95128, Petrol ,464299
Maruti Suzuki Baleno,2019,Maruti,12452, Petrol ,649999
Maruti Suzuki Alto,2010,Maruti,48001, Petrol ,170299
Kia Seltos,2019,Kia,24696, Diesel ,1244599
Renault Duster 85,2013,Renault,57401, Diesel ,383399
Hyundai Grand i10,2015,Hyundai,47146, Petrol ,406199
